hhnum,food_insecure_flag_adult,adltfscat,foodsufficient,poverty_ratio,poverty_band,snap_any,foodpantry,household_size,num_adults,num_children,num_elderly,employed_adults,any_employed_adult,head_age,head_sex,head_hispanic,head_racecat,head_educcat,head_employment,region,rural,nonmetro,anyvehicle,vehiclenum,caraccess,dist_sm,dist_cs,dist_walmart,nearsnap_dist,nearff_dist,nearnonff_dist,fah_event_count,fah_storetype_unique,fafh_event_count,fafh_schoolmeal_events,targetgroup,hhwgt
118865,0,2,1,0.434363541121006,<=1.0 (at/below poverty),False,1,3,1,2,0,0,0,27.5,2,0,2,3.0,5,3,0,0,0,-996,-996,0.33,0.89,0.6,0.33,0.37,0.07,4.0,0.0,0.0,0.0,4,7395.34587783916
118881,0,1,2,4.13877882541005,>4.0 (higher),False,0,2,2,0,1,1,1,47.5,1,0,1,4.0,1,1,1,0,1,2,-996,4.32,6.84,5.84,4.22,9.97,0.34,8.0,0.0,5.0,0.0,3,21130.7378274641
118882,0,1,1,3.4476119955572,2.0-4.0 (moderate),True,0,5,3,2,0,3,1,47.5,2,1,5,4.0,1,4,0,0,1,3,-996,1.6,0.47,2.61,0.47,0.61,0.28,2.0,0.0,9.0,0.0,3,5068.54512760877
118889,0,1,1,0.376007162041182,<=1.0 (at/below poverty),True,0,2,2,0,0,0,0,47.5,2,0,2,1.0,2,3,0,1,1,1,-996,0.45,0.32,0.74,0.21,0.39,0.27,0.0,0.0,0.0,0.0,4,6385.59559883771
118895,1,3,2,0.33315872184389694,<=1.0 (at/below poverty),False,0,3,1,2,0,0,0,47.5,2,0,1,4.0,5,4,1,0,1,1,-996,11.05,0.93,10.43,0.81,0.85,0.06,3.0,0.0,5.0,0.0,4,13055.1568414747
118896,0,1,1,3.76919739696312,2.0-4.0 (moderate),False,0,4,2,2,0,2,1,47.5,2,0,1,5.0,1,1,0,0,1,3,-996,2.12,0.61,6.09,0.57,0.61,0.33,5.0,0.0,11.0,0.0,3,59535.892604682
118898,0,1,1,1.6626506024096401,1.3-2.0 (low income),False,0,3,2,1,1,0,0,47.5,2,1,1,2.0,5,4,0,0,0,-996,-996,1.65,0.58,2.74,0.58,0.68,0.3,1.0,0.0,9.0,0.0,2,5657.27553265429
118929,0,1,1,2.00187320814238,2.0-4.0 (moderate),False,0,3,2,1,0,1,1,27.5,2,0,1,4.0,1,1,0,0,1,2,-996,0.86,2.6,4.79,0.83,0.66,0.5,4.0,0.0,1.0,0.0,3,21526.658620603
118951,0,2,2,1.8126891313360698,1.3-2.0 (low income),False,0,5,1,4,0,0,0,27.5,2,1,3,3.0,3,4,0,0,0,-996,1,0.35,0.43,1.71,0.29,0.3,0.29,3.0,0.0,14.0,0.0,4,9739.7036369839
118956,0,1,2,0.264012572027239,<=1.0 (at/below poverty),False,0,3,2,1,0,0,0,47.5,1,0,1,4.0,3,3,1,0,1,1,-996,6.62,5.46,9.76,5.46,6.39,6.12,1.0,0.0,4.0,0.0,4,4121.06681413398
118962,1,3,4,0.0654827252179529,<=1.0 (at/below poverty),False,0,6,1,5,0,1,1,27.5,2,1,5,2.0,1,4,0,0,0,-996,1,1.13,0.49,0.34,0.34,0.05,0.43,7.0,0.0,14.0,0.0,4,4756.39183170978
118973,0,1,1,1.35040286481647,1.3-2.0 (low income),True,0,1,1,0,0,0,0,62.5,2,0,1,4.0,3,4,0,0,1,1,-996,0.9,0.23,1.25,0.23,0.22,0.23,3.0,0.0,9.0,0.0,2,25912.993604085
118974,0,2,1,10.0,>4.0 (higher),False,0,3,2,1,1,1,1,47.5,2,1,5,3.0,1,1,0,0,0,-996,0,0.35,0.17,7.1,0.09,0.34,0.25,2.0,0.0,5.0,0.0,3,19082.2629468144
118983,0,1,2,1.80594844679445,1.3-2.0 (low income),False,0,2,2,0,0,0,0,62.5,2,0,1,5.0,5,2,0,0,1,2,-996,1.5,0.3,0.62,0.3,0.62,0.28,3.0,0.0,6.0,0.0,2,9732.28964736236
118985,0,1,1,2.29067245119306,2.0-4.0 (moderate),True,0,4,3,1,0,2,1,27.5,2,0,6,3.0,3,4,0,0,1,2,-996,0.74,0.19,2.64,0.19,0.3,0.76,8.0,0.0,21.0,0.0,3,5914.14863929915
118987,1,3,2,0.0,<=1.0 (at/below poverty),False,0,7,2,5,0,1,1,27.5,2,1,1,6.0,5,4,0,0,1,1,-996,0.48,0.08,1.1,0.08,0.15,0.19,3.0,0.0,2.0,0.0,4,2143.06032029763
118989,1,4,3,1.28916741271262,1.0-1.3 (near poverty),True,0,1,1,0,1,0,0,68.0,1,0,1,2.0,5,3,1,0,0,-996,-996,1.63,1.43,3.74,0.64,0.44,0.36,4.0,0.0,1.0,0.0,2,24859.2628307934
118991,1,4,3,0.955763226820325,<=1.0 (at/below poverty),True,0,3,2,1,0,1,1,27.5,2,0,1,3.0,5,4,0,0,1,1,-996,1.88,0.24,2.59,0.24,0.23,0.19,5.0,0.0,21.0,0.0,4,2280.79583424699
118994,1,3,1,1.07967770814682,1.0-1.3 (near poverty),True,1,1,1,0,0,0,0,47.5,1,0,1,3.0,5,2,0,1,0,-996,-996,0.48,0.75,18.34,0.23,0.13,0.26,10.0,0.0,3.0,0.0,4,39272.2717464836
118995,0,1,1,2.2207534699273,2.0-4.0 (moderate),True,0,3,2,1,0,2,1,47.5,2,0,2,4.0,1,3,1,0,1,4,-996,7.06,1.0,7.41,1.0,4.47,4.36,0.0,0.0,20.0,0.0,3,8795.19156925412
119000,0,1,1,2.73049718004338,2.0-4.0 (moderate),False,0,4,4,0,0,2,1,62.5,2,0,1,3.0,5,2,1,0,1,4,-996,5.85,4.0,3.9,3.9,3.81,3.84,4.0,0.0,4.0,0.0,3,107834.199463009
119004,0,1,1,1.07811714179933,1.0-1.3 (near poverty),False,0,5,2,3,0,1,1,27.5,2,0,1,3.0,5,3,1,0,1,4,-996,2.68,5.58,2.36,2.35,2.29,2.35,6.0,0.0,4.0,0.0,2,15650.1139396052
119008,0,2,2,0.862667860340197,<=1.0 (at/below poverty),False,0,1,1,0,0,0,0,27.5,2,0,1,4.0,5,1,0,0,1,1,-996,1.26,0.86,1.93,0.61,0.56,0.2,4.0,0.0,3.0,0.0,4,4444.74859508768
119011,0,2,2,2.77594183740912,2.0-4.0 (moderate),False,0,2,2,0,1,1,1,68.0,1,0,1,3.0,5,1,0,0,1,2,-996,0.81,0.93,1.82,0.81,0.93,0.07,7.0,0.0,0.0,0.0,3,6838.81143874034
119013,0,2,1,2.30541448749223,2.0-4.0 (moderate),False,0,3,3,0,0,3,1,47.5,2,0,1,4.0,1,2,0,0,1,2,-996,2.43,0.73,1.8,0.73,1.81,0.29,3.0,0.0,20.0,0.0,3,73374.5900322767
119020,0,1,3,1.08679909803187,1.0-1.3 (near poverty),True,0,2,2,0,0,0,0,27.5,2,0,1,3.0,5,1,0,0,1,1,-996,0.93,0.52,1.56,0.25,0.27,0.21,1.0,0.0,0.0,0.0,2,1317.99368858342
119022,0,1,1,4.64716771566087,>4.0 (higher),True,0,5,4,1,0,4,1,47.5,2,0,1,4.0,1,2,0,0,1,4,-996,1.17,0.68,1.02,0.28,0.97,0.28,1.0,0.0,53.0,0.0,3,10331.9293752662
119023,0,2,2,0.52060737527115,<=1.0 (at/below poverty),False,0,4,3,1,0,1,1,27.5,2,0,1,5.0,5,4,0,0,1,4,-996,1.27,0.44,2.42,0.4,1.22,0.17,10.0,0.0,12.0,0.0,4,2390.33950445064
119028,0,2,2,2.60520721442886,2.0-4.0 (moderate),False,0,7,3,4,0,3,1,27.5,2,1,5,1.0,1,1,0,0,1,2,-996,1.06,0.19,3.35,0.08,0.18,0.09,4.0,0.0,12.0,0.0,3,12537.9283377948
119032,0,1,1,3.3959748559455196,2.0-4.0 (moderate),False,0,3,2,1,0,1,1,47.5,2,0,1,3.0,1,4,0,0,1,4,-996,1.75,1.43,4.0,1.43,1.39,1.34,5.0,0.0,25.0,0.0,3,12146.085921411
119050,0,1,2,0.140231644685043,<=1.0 (at/below poverty),False,0,4,2,2,0,0,0,27.5,2,0,1,4.0,5,2,0,0,0,-996,0,0.23,0.08,1.84,0.07,0.09,0.08,5.0,0.0,8.0,0.0,4,17839.2568471204
119057,0,1,2,1.23330349149508,1.0-1.3 (near poverty),False,0,1,1,0,1,0,0,85.0,1,0,1,6.0,5,3,0,0,1,1,-996,1.56,0.36,2.95,0.26,0.37,0.32,0.0,0.0,0.0,0.0,2,13494.0243318382
119059,0,1,1,2.0824295010846,2.0-4.0 (moderate),False,0,4,2,2,0,1,1,47.5,1,0,4,4.0,1,1,0,0,1,2,-996,0.33,0.41,7.54,0.14,0.31,0.31,4.0,0.0,6.0,0.0,3,40516.7057093433
119062,0,2,1,0.6369196593854131,<=1.0 (at/below poverty),False,0,5,3,2,0,1,1,47.5,2,1,5,4.0,1,1,0,0,0,-996,0,0.15,0.13,7.22,0.13,0.26,0.18,5.0,0.0,2.0,0.0,4,4310.55589838446
119075,0,1,2,5.469875327396539,>4.0 (higher),True,0,3,3,0,0,3,1,47.5,2,0,1,3.0,1,2,1,1,1,4,-996,20.21,14.49,14.81,7.28,15.69,3.41,6.0,0.0,27.0,0.0,3,161624.135082059
119077,0,1,2,2.72491965938541,2.0-4.0 (moderate),False,0,5,2,3,0,1,1,27.5,1,1,1,5.0,1,1,0,0,1,1,-996,0.8,0.11,3.01,0.09,0.17,0.14,2.0,0.0,4.0,0.0,3,49591.9593385368
119083,1,4,4,0.7764187631271879,<=1.0 (at/below poverty),True,0,9,3,6,0,1,1,27.5,2,1,1,1.0,5,3,0,0,1,2,-996,0.71,0.21,2.89,0.21,0.62,0.7,4.0,0.0,20.0,0.0,4,2065.20733299111
119085,1,3,3,4.18422806368012,>4.0 (higher),True,0,5,1,4,0,0,0,62.5,2,0,1,4.0,5,3,1,0,1,2,-996,7.28,2.33,6.46,0.53,2.0,0.53,5.0,0.0,48.0,5.0,3,6324.8195682484
119090,0,2,2,2.0109354331299203,2.0-4.0 (moderate),False,0,7,3,4,0,2,1,27.5,2,0,1,4.0,1,3,0,0,1,4,-996,0.14,1.21,0.16,0.14,0.16,0.16,4.0,0.0,23.0,0.0,3,49144.7995416315
119093,0,1,1,2.07438449449974,2.0-4.0 (moderate),False,0,3,1,2,0,1,1,27.5,2,0,1,4.0,1,1,1,0,1,1,-996,7.41,3.74,7.75,2.61,1.67,2.35,2.0,0.0,0.0,0.0,3,4496.89918111562
119096,0,1,1,4.1083939193655,>4.0 (higher),True,0,2,2,0,0,2,1,27.5,2,0,1,4.0,1,2,1,1,1,2,-996,18.83,10.66,17.51,8.57,18.28,0.99,6.0,0.0,8.0,0.0,3,55172.0528491564
119097,1,3,2,0.39866289534584703,<=1.0 (at/below poverty),False,0,8,6,2,0,1,1,27.5,2,0,1,3.0,3,2,0,0,1,1,-996,0.91,0.37,4.99,0.14,0.69,0.07,9.0,0.0,6.0,0.0,4,10464.3415806198
119100,1,4,2,1.59881536971263,1.3-2.0 (low income),False,1,6,3,3,0,2,1,47.5,2,0,1,1.0,5,3,1,0,1,3,-996,2.31,0.69,2.38,0.53,0.65,0.51,4.0,0.0,19.0,0.0,2,10163.0605604203
119101,0,1,1,5.64010743061773,>4.0 (higher),False,0,1,1,0,0,1,1,27.5,2,0,1,5.0,1,2,0,0,1,1,1,0.2,0.38,1.46,0.2,0.22,0.22,1.0,0.0,27.0,0.0,3,84129.8185818643
119104,0,1,1,0.7316025067144131,<=1.0 (at/below poverty),True,0,1,1,0,1,0,0,85.0,2,0,2,1.0,5,3,1,1,0,-996,-996,1.55,0.5,1.35,0.49,1.14,0.53,1.0,0.0,0.0,0.0,4,6253.70217946812
119108,1,3,2,0.7011235955056181,<=1.0 (at/below poverty),False,1,2,1,1,0,0,0,47.5,2,0,1,3.0,5,3,1,0,1,1,-996,6.07,5.56,9.68,5.56,5.93,2.17,6.0,0.0,2.0,0.0,4,5928.10813159548
119115,0,1,1,0.7288503253796089,<=1.0 (at/below poverty),False,0,4,2,2,0,1,1,27.5,1,0,1,3.0,1,4,0,0,0,-996,-996,0.88,0.33,4.14,0.33,0.33,0.15,2.0,0.0,10.0,0.0,1,10366.3875615678
119119,1,3,2,1.66012736023695,1.3-2.0 (low income),False,0,5,2,3,0,2,1,47.5,2,0,1,3.0,1,1,1,0,1,2,-996,7.59,3.87,7.99,2.34,1.73,2.28,4.0,0.0,29.0,0.0,2,3895.02097442087
119121,0,1,2,2.6845962689804796,2.0-4.0 (moderate),True,0,4,3,1,0,3,1,47.5,2,0,1,3.0,1,2,1,0,1,2,-996,7.09,3.59,10.54,3.59,6.66,2.26,2.0,0.0,8.0,0.0,3,21810.7247681895
119129,0,1,1,1.88580408590885,1.3-2.0 (low income),False,0,3,2,1,0,0,0,27.5,2,0,1,4.0,5,4,0,0,1,2,-996,0.65,0.37,4.34,0.37,0.07,0.14,5.0,0.0,16.0,0.0,3,8070.80049952439
119136,1,3,1,1.15558493060145,1.0-1.3 (near poverty),True,0,2,2,0,0,0,0,47.5,2,0,1,3.0,5,2,0,0,1,1,-996,0.54,9.06,1.27,0.54,0.51,0.53,3.0,0.0,12.0,0.0,2,13631.3955108423
119138,0,2,2,1.46464320309977,1.3-2.0 (low income),True,0,6,2,4,0,2,1,27.5,2,0,2,3.0,1,2,1,0,1,2,-996,2.1,3.02,14.72,0.24,11.57,0.22,3.0,0.0,2.0,0.0,2,19608.1822134144
119139,1,3,2,0.22207534699273002,<=1.0 (at/below poverty),False,0,2,2,0,0,1,1,47.5,1,0,1,3.0,5,3,0,0,1,1,-996,0.15,0.13,2.38,0.11,0.13,0.13,4.0,0.0,6.0,0.0,1,11409.027802671
119143,0,1,1,1.4320501342882699,1.3-2.0 (low income),False,0,1,1,0,0,0,0,62.5,1,0,1,5.0,5,2,1,1,1,3,-996,4.33,4.43,15.13,3.97,4.08,3.84,1.0,0.0,2.0,0.0,2,35558.5688640269
119144,0,2,1,0.983476536682089,<=1.0 (at/below poverty),False,0,2,2,0,1,0,0,62.5,2,0,1,3.0,5,4,0,0,1,1,-996,1.18,0.04,1.76,0.04,0.26,0.16,2.0,0.0,2.0,0.0,4,5648.36941730681
119153,1,3,2,1.1086839749328599,1.0-1.3 (near poverty),False,0,1,1,0,1,0,0,68.0,1,0,1,3.0,5,3,1,0,1,2,-996,5.4,5.71,6.16,5.4,9.5,1.07,1.0,0.0,6.0,0.0,2,56162.242156323
119156,0,2,3,0.894712205343111,<=1.0 (at/below poverty),False,0,3,2,1,0,1,1,47.5,2,1,5,4.0,5,1,0,0,1,1,0,0.07,0.06,7.67,0.06,0.34,0.05,2.0,0.0,9.0,0.0,1,3144.58211599259
119158,0,1,1,3.09319233311302,2.0-4.0 (moderate),True,0,2,2,0,0,1,1,47.5,2,0,1,3.0,3,2,1,0,1,2,-996,3.21,1.88,4.49,1.88,2.76,1.48,4.0,0.0,4.0,0.0,3,23794.5164170004
119163,0,1,1,5.31710812992377,>4.0 (higher),True,0,1,1,0,1,0,0,85.0,2,0,1,6.0,5,1,0,0,1,1,-996,0.67,1.14,4.35,0.37,0.56,0.24,2.0,0.0,6.0,0.0,3,124041.985536104
119164,1,3,1,2.64012572027239,2.0-4.0 (moderate),True,0,3,2,1,0,1,1,47.5,1,0,4,1.0,3,4,0,0,1,2,-996,1.48,0.48,2.68,0.48,0.6,0.48,4.0,0.0,4.0,0.0,3,10831.2215706887
119174,0,2,1,2.66567937800814,2.0-4.0 (moderate),False,0,5,2,3,0,1,1,27.5,2,1,1,4.0,5,4,0,0,1,3,-996,1.16,0.9,3.46,0.9,0.88,0.88,3.0,0.0,6.0,2.0,4,5233.76068641201
119176,0,1,1,4.19960343688037,>4.0 (higher),False,0,2,2,0,0,1,1,62.5,2,0,1,4.0,5,1,0,1,1,3,-996,0.6,0.15,13.45,0.09,0.19,0.1,3.0,0.0,5.0,0.0,3,22971.0404515938
119185,1,3,2,0.6637391023571201,<=1.0 (at/below poverty),True,0,6,2,4,0,1,1,27.5,2,0,6,5.0,3,3,1,0,0,-996,-996,0.81,1.08,2.6,0.44,0.64,0.38,3.0,0.0,19.0,0.0,4,7978.78949355492
119192,1,4,3,0.696967238428049,<=1.0 (at/below poverty),True,0,4,2,2,0,0,0,27.5,1,0,1,4.0,5,2,1,0,1,1,-996,3.0,1.71,8.81,1.71,2.34,1.13,2.0,0.0,4.0,0.0,1,3165.33030175122
119196,0,2,2,4.07258134490239,>4.0 (higher),True,0,5,3,2,0,2,1,47.5,2,1,5,3.0,5,4,0,0,1,3,-996,0.44,0.18,0.97,0.18,0.41,0.39,5.0,0.0,14.0,0.0,3,43160.6889366951
119205,0,1,1,2.28347389292796,2.0-4.0 (moderate),True,0,2,2,0,2,0,0,68.0,2,0,1,4.0,5,2,0,0,1,1,1,1.11,0.58,4.2,0.45,0.51,0.44,2.0,0.0,2.0,0.0,3,8497.66892432806
119206,0,1,1,2.6156727340526196,2.0-4.0 (moderate),True,0,3,2,1,0,1,1,47.5,2,0,1,1.0,3,1,0,0,1,2,-996,2.35,1.94,18.23,1.94,2.36,2.06,0.0,0.0,0.0,0.0,4,1957.17574494174
119208,0,1,2,2.19884253535883,2.0-4.0 (moderate),True,0,3,2,1,0,2,1,47.5,1,0,1,3.0,1,3,0,0,1,2,-996,1.65,1.08,6.13,0.83,0.51,0.56,2.0,0.0,18.0,0.0,3,12420.7268175906
119215,0,2,1,0.7288503253796089,<=1.0 (at/below poverty),True,1,4,2,2,0,2,1,27.5,2,1,5,3.0,1,3,0,0,1,2,-996,1.87,0.48,3.99,0.48,1.01,0.49,0.0,0.0,1.0,0.0,4,2972.08231166776
119216,1,3,2,5.70490349849488,>4.0 (higher),False,0,1,1,0,0,1,1,27.5,2,1,3,4.0,1,4,0,0,1,1,-996,1.05,0.2,2.46,0.13,0.4,0.03,2.0,0.0,1.0,0.0,3,14300.4162828378
119217,0,1,2,2.8393919365499,2.0-4.0 (moderate),True,0,2,2,0,0,2,1,27.5,2,0,1,4.0,1,2,0,0,1,1,-996,32.83,0.45,2.12,0.45,0.68,0.31,3.0,0.0,9.0,0.0,3,11402.3420904162
119224,0,1,2,2.1623886851754803,2.0-4.0 (moderate),True,0,3,1,2,0,1,1,47.5,1,0,1,6.0,1,3,0,0,1,1,-996,0.76,0.65,2.64,0.41,0.61,0.17,3.0,0.0,10.0,0.0,3,11060.8776003083
119236,0,1,1,2.9154013015184397,2.0-4.0 (moderate),False,0,4,2,2,0,1,1,47.5,2,0,1,4.0,5,4,0,0,1,3,-996,0.87,0.17,2.05,0.17,0.23,0.18,6.0,0.0,8.0,0.0,3,53557.1690614802
119242,0,1,1,1.77154629258517,1.3-2.0 (low income),False,0,7,5,2,0,2,1,47.5,2,1,1,5.0,1,4,0,0,1,2,1,1.14,0.08,3.37,0.08,1.01,0.29,11.0,0.0,4.0,0.0,4,23951.1033537193
119244,1,4,2,0.999672174487773,<=1.0 (at/below poverty),False,1,2,2,0,0,1,1,62.5,2,0,1,4.0,5,4,0,0,0,-996,0,0.5,0.44,0.96,0.44,0.44,0.42,7.0,0.0,1.0,0.0,4,3469.47403790278
119260,0,2,3,1.09559422436135,1.0-1.3 (near poverty),False,0,5,2,3,0,1,1,47.5,2,0,1,4.0,5,3,1,0,1,2,-996,1.31,1.77,1.7,1.31,1.68,1.45,6.0,0.0,15.0,0.0,2,10553.2310390937
119265,1,3,2,0.8486118386589839,<=1.0 (at/below poverty),False,1,3,2,1,0,1,1,47.5,1,0,1,3.0,1,2,1,1,1,2,-996,24.75,4.02,15.88,4.02,15.7,1.84,3.0,0.0,2.0,0.0,4,53823.3228721478
119268,0,2,2,1.05738615327656,1.0-1.3 (near poverty),False,0,5,3,2,0,2,1,47.5,2,1,5,6.0,5,3,0,0,1,1,-996,0.26,0.12,1.91,0.12,0.26,0.26,6.0,0.0,12.0,0.0,4,3142.14638084509
119272,1,3,1,0.9353444760627351,<=1.0 (at/below poverty),False,0,1,1,0,1,0,0,85.0,1,1,1,1.0,5,1,0,0,0,-996,0,0.28,0.14,1.52,0.01,0.19,0.01,3.0,0.0,1.0,0.0,4,27799.5490386007
119275,0,2,1,2.66490416391276,2.0-4.0 (moderate),False,0,2,2,0,0,2,1,47.5,2,0,2,4.0,1,2,0,0,1,1,-996,0.2,0.03,2.08,0.03,0.06,0.19,3.0,0.0,5.0,0.0,4,6328.70678984697
119276,1,3,2,2.03947226348079,2.0-4.0 (moderate),False,0,6,3,3,0,2,1,27.5,2,0,1,3.0,5,4,1,0,1,2,-996,2.09,1.8,2.18,1.8,1.79,1.82,1.0,0.0,24.0,1.0,3,10676.572918406
119277,1,3,2,2.55386649041639,2.0-4.0 (moderate),False,0,2,2,0,0,2,1,47.5,1,0,1,3.0,1,3,0,0,1,1,-996,1.75,0.65,1.57,0.65,0.9,0.87,2.0,0.0,0.0,0.0,3,33656.2626895945
119283,0,2,1,0.6927843386470449,<=1.0 (at/below poverty),False,0,2,1,1,0,1,1,47.5,2,1,1,4.0,1,1,0,0,0,-996,0,0.41,0.15,1.28,0.09,0.44,0.09,10.0,0.0,5.0,0.0,4,4117.50952247809
119285,1,4,2,1.2217697149203999,1.0-1.3 (near poverty),False,1,5,2,3,0,2,1,27.5,2,0,3,3.0,1,3,0,0,1,2,-996,0.52,0.69,0.52,0.29,0.49,0.28,0.0,0.0,20.0,1.0,2,7633.89193003508
119289,1,4,1,0.344316919659385,<=1.0 (at/below poverty),False,0,5,1,4,0,0,0,47.5,2,1,5,4.0,3,1,0,0,0,-996,0,0.26,0.2,1.39,0.09,0.11,0.01,3.0,0.0,27.0,0.0,4,3578.48828429444
119290,0,1,1,4.58134490238612,>4.0 (higher),False,0,4,3,1,0,3,1,27.5,1,0,1,4.0,1,4,0,0,1,3,-996,1.05,0.64,1.38,0.33,0.31,0.31,0.0,0.0,4.0,0.0,3,7532.65388927933
119294,0,1,1,2.03170862376234,2.0-4.0 (moderate),False,0,2,2,0,0,1,1,47.5,2,0,1,4.0,5,3,0,0,1,2,-996,0.18,0.16,2.34,0.1,0.11,0.11,3.0,0.0,7.0,0.0,4,5280.65446654885
119297,0,1,1,3.5390641110376704,2.0-4.0 (moderate),True,0,2,2,0,1,1,1,85.0,1,0,1,1.0,5,2,0,0,1,1,-996,2.6,0.49,2.69,0.49,0.47,0.53,4.0,0.0,2.0,0.0,3,76664.107662808
119298,0,1,1,3.34415924567837,2.0-4.0 (moderate),True,0,3,1,2,0,1,1,47.5,2,0,2,4.0,1,3,1,0,1,1,-996,2.61,4.36,3.45,0.99,2.42,0.71,1.0,0.0,19.0,0.0,3,30381.9177616325
119299,0,1,1,2.97370932754881,2.0-4.0 (moderate),True,0,4,2,2,0,1,1,47.5,2,0,1,5.0,5,2,1,1,1,2,-996,1.73,0.92,20.02,0.92,0.92,0.44,4.0,0.0,3.0,0.0,3,176934.173896591
119300,1,4,2,0.300805729632945,<=1.0 (at/below poverty),True,1,1,1,0,0,1,1,47.5,1,0,1,3.0,1,4,0,0,1,3,1,0.85,0.15,0.88,0.15,0.84,0.14,1.0,0.0,0.0,0.0,4,23153.5410126257
119301,1,3,2,1.30497642744893,1.3-2.0 (low income),False,0,3,1,2,0,1,1,27.5,2,0,1,4.0,1,3,0,0,1,1,-996,0.49,0.36,2.02,0.26,0.27,0.11,2.0,0.0,35.0,4.0,2,11653.6184086704
119304,0,1,1,1.6114592658907798,1.3-2.0 (low income),False,0,1,1,0,0,1,1,47.5,2,0,1,4.0,1,3,1,0,1,2,-996,0.77,0.88,2.78,0.59,0.72,0.51,6.0,0.0,2.0,0.0,2,20581.0142431312
119309,0,1,1,0.477600888559793,<=1.0 (at/below poverty),False,0,5,1,4,0,0,0,27.5,2,1,5,4.0,5,4,1,0,1,1,-996,3.27,2.49,3.39,2.3,2.31,2.4,4.0,0.0,10.0,0.0,4,2404.41267073177
119319,1,3,2,0.442652190448827,<=1.0 (at/below poverty),False,0,3,2,1,0,0,0,27.5,2,0,1,1.0,5,3,1,0,1,2,-996,6.97,3.19,5.3,2.49,5.33,3.5,5.0,0.0,10.0,0.0,4,11584.8177766682
119321,0,2,2,2.36356904850056,2.0-4.0 (moderate),False,0,5,2,3,0,1,1,47.5,2,1,5,6.0,5,1,0,0,1,2,-996,0.11,0.08,7.7,0.06,0.34,0.08,2.0,0.0,10.0,0.0,3,9812.98995297733
119324,0,1,1,3.3944473546359304,2.0-4.0 (moderate),True,0,3,2,1,0,0,0,27.5,2,0,1,5.0,5,2,1,0,1,2,-996,8.49,0.22,8.2,0.22,7.5,4.88,1.0,0.0,4.0,0.0,3,43552.7984766721
119327,0,1,2,2.22488809310653,2.0-4.0 (moderate),True,0,1,1,0,1,0,0,68.0,1,0,1,5.0,5,3,0,0,1,2,-996,0.29,0.7,1.27,0.29,0.74,0.46,1.0,0.0,1.0,0.0,3,8867.94045817325
119329,0,1,2,1.66556510244547,1.3-2.0 (low income),True,0,2,2,0,0,1,1,27.5,1,0,4,5.0,5,2,0,0,1,1,-996,3.9,0.23,3.38,0.23,0.1,0.06,3.0,0.0,0.0,0.0,2,1267.82761457023
119330,0,1,1,0.0531479711230316,<=1.0 (at/below poverty),False,0,1,1,0,1,0,0,68.0,2,0,1,4.0,5,3,1,0,1,1,-996,1.97,1.86,4.66,0.84,0.93,0.93,1.0,0.0,6.0,0.0,1,11736.8967923643
119331,0,1,1,0.8441318030359121,<=1.0 (at/below poverty),True,0,5,2,3,0,2,1,47.5,1,0,3,2.0,1,3,1,0,1,1,-996,1.71,2.39,3.74,1.71,2.19,1.78,1.0,0.0,3.0,0.0,1,2512.50503561711
119345,0,2,3,1.6315181624237598,1.3-2.0 (low income),False,0,3,3,0,0,3,1,47.5,2,0,1,5.0,1,2,0,0,0,-996,1,0.17,0.14,1.42,0.14,0.17,0.01,5.0,0.0,7.0,0.0,4,18823.836491359
119346,0,2,2,2.3591262495372103,2.0-4.0 (moderate),False,0,7,3,4,0,2,1,47.5,2,0,1,4.0,1,2,0,0,1,3,-996,0.81,1.35,0.88,0.38,0.58,0.27,5.0,0.0,36.0,0.0,3,80542.4833654754
119347,0,1,3,1.3732041050983699,1.3-2.0 (low income),False,0,1,1,0,0,0,0,27.5,2,0,4,5.0,5,2,0,0,0,-996,0,0.2,0.38,1.46,0.2,0.22,0.22,1.0,0.0,3.0,0.0,2,10545.037815055
119348,0,1,2,2.2559635574837302,2.0-4.0 (moderate),False,0,4,2,2,0,1,1,27.5,2,0,5,4.0,5,1,0,0,1,1,-996,0.37,0.14,1.25,0.06,0.37,0.03,4.0,0.0,11.0,0.0,3,25454.0104099086
119355,1,3,2,4.01728587632518,>4.0 (higher),False,0,2,1,1,0,1,1,27.5,2,1,5,1.0,1,3,0,0,0,-996,-996,0.49,0.12,2.42,0.12,0.27,0.14,6.0,0.0,5.0,0.0,4,25552.7842287618
119356,0,1,2,1.82117526075868,1.3-2.0 (low income),False,0,5,2,3,0,1,1,27.5,2,1,5,5.0,5,4,0,0,1,2,-996,0.33,0.52,4.0,0.33,0.02,0.02,4.0,0.0,17.0,0.0,2,10921.5200538336
119357,1,4,3,1.03106411103767,1.0-1.3 (near poverty),False,0,2,2,0,0,0,0,47.5,2,0,1,4.0,5,2,1,0,0,-996,-996,5.57,2.31,7.16,2.31,5.7,2.32,4.0,0.0,0.0,0.0,2,7954.87723188
119358,0,1,1,2.0626678603401998,2.0-4.0 (moderate),False,0,1,1,0,0,1,1,27.5,2,0,1,3.0,1,3,0,0,1,1,-996,0.91,0.77,1.31,0.51,0.83,0.93,1.0,0.0,2.0,0.0,3,72185.4826037331
119364,0,2,1,1.63362713382097,1.3-2.0 (low income),False,0,3,3,0,1,1,1,27.5,1,1,1,3.0,4,1,0,0,0,-996,1,0.34,0.12,2.01,0.09,0.2,0.11,1.0,0.0,4.0,0.0,2,11556.074789734
