hhnum,food_insecure_flag_adult,adltfscat,foodsufficient,poverty_ratio,poverty_band,snap_any,foodpantry,household_size,num_adults,num_children,num_elderly,employed_adults,any_employed_adult,head_age,head_sex,head_hispanic,head_racecat,head_educcat,head_employment,region,rural,nonmetro,anyvehicle,vehiclenum,caraccess,dist_sm,dist_cs,dist_walmart,nearsnap_dist,nearff_dist,nearnonff_dist,fah_event_count,fah_storetype_unique,fafh_event_count,fafh_schoolmeal_events,targetgroup,hhwgt
103067,1,4,2,2.52668355748373,2.0-4.0 (moderate),False,0,4,2,2,0,1,1,27.5,1,0,1,4.0,2,3,1,0,1,2,-996,14.92,3.06,13.66,3.06,11.42,5.69,1.0,0.0,11.0,0.0,3,35087.9975783986
103068,0,1,1,1.88671277304702,1.3-2.0 (low income),True,0,5,3,2,0,3,1,47.5,2,1,R,4.0,1,4,0,0,1,2,-996,0.84,0.62,2.29,0.16,0.18,0.15,5.0,0.0,2.0,0.0,3,6877.96218789968
103069,0,1,1,5.1828182419035,>4.0 (higher),True,0,2,2,0,0,2,1,27.5,2,0,1,5.0,1,2,1,0,1,2,-996,5.09,1.19,6.86,0.76,1.04,0.16,5.0,0.0,11.0,0.0,3,17635.9793722561
103073,0,1,2,1.42762723066755,1.3-2.0 (low income),False,0,2,1,1,0,1,1,47.5,2,0,1,4.0,1,2,0,0,1,1,-996,0.92,0.53,0.86,0.53,0.73,0.53,4.0,0.0,9.0,0.0,2,16455.7685005185
103075,0,1,1,0.880931065353626,<=1.0 (at/below poverty),False,0,1,1,0,0,1,1,62.5,2,0,4,4.0,1,2,0,0,1,1,-996,0.49,0.25,4.65,0.17,0.58,0.16,3.0,0.0,4.0,0.0,1,36770.0272268879
103076,0,2,2,1.23583027763227,1.0-1.3 (near poverty),True,0,3,2,1,0,2,1,47.5,2,0,2,3.0,1,3,1,1,1,1,-996,4.16,1.72,3.27,1.72,3.23,1.64,3.0,0.0,9.0,0.0,4,4878.51655887771
103080,0,1,2,1.49607124148769,1.3-2.0 (low income),False,0,3,2,1,0,2,1,47.5,2,1,1,4.0,1,3,0,0,1,2,-996,0.93,1.27,4.18,0.93,0.93,0.08,4.0,0.0,12.0,0.0,2,8935.29047048291
103081,0,1,1,2.5883054885955,2.0-4.0 (moderate),False,0,2,2,0,0,2,1,47.5,2,1,5,2.0,1,4,0,0,1,2,-996,0.92,0.21,2.26,0.21,0.25,0.2,4.0,0.0,15.0,0.0,3,60602.8086744525
103086,0,2,2,0.309271870089052,<=1.0 (at/below poverty),True,0,3,1,2,0,0,0,27.5,2,0,5,3.0,5,2,0,0,0,-996,-996,0.9,0.02,4.64,0.02,0.53,0.26,3.0,0.0,0.0,0.0,4,3636.10889342694
103087,1,4,4,1.13533096545044,1.0-1.3 (near poverty),False,0,6,2,4,0,2,1,27.5,1,0,2,3.0,1,3,1,0,1,2,-996,17.25,4.54,16.05,4.54,12.09,6.22,2.0,0.0,22.0,0.0,2,10821.1270851589
103089,0,1,1,0.0,<=1.0 (at/below poverty),True,0,1,1,0,0,0,0,27.5,2,0,1,3.0,5,2,0,0,0,-996,-996,1.12,0.86,3.45,0.16,0.49,0.43,2.0,0.0,0.0,0.0,4,27580.2683218172
103094,1,4,3,0.7772637144745541,<=1.0 (at/below poverty),False,0,2,2,0,0,0,0,27.5,2,0,1,3.0,3,1,1,0,0,-996,-996,1.88,1.9,3.84,1.49,1.71,1.22,5.0,0.0,9.0,0.0,4,2670.47908643032
103095,0,2,2,1.26230975828111,1.0-1.3 (near poverty),True,0,1,1,0,0,0,0,62.5,2,0,1,5.0,5,4,0,0,1,1,-996,2.55,0.44,0.98,0.44,0.91,0.69,3.0,0.0,4.0,0.0,2,23863.9590253327
103097,0,2,2,1.99867812293457,1.3-2.0 (low income),False,0,2,2,0,0,1,1,47.5,2,0,1,3.0,1,2,1,1,1,4,-996,5.55,5.72,16.13,5.49,5.06,2.0,4.0,0.0,9.0,0.0,3,10770.7497204785
103104,1,3,2,0.775677461996034,<=1.0 (at/below poverty),True,0,2,2,0,0,1,1,47.5,2,0,2,1.0,5,3,0,1,0,-996,0,0.33,0.23,0.7,0.23,0.34,0.34,4.0,0.0,0.0,0.0,1,6528.90449781607
103106,0,1,2,3.29940515532056,2.0-4.0 (moderate),False,0,2,2,0,1,0,0,62.5,2,0,1,3.0,5,3,1,0,1,2,-996,2.84,2.6,4.47,2.6,2.14,2.78,3.0,0.0,2.0,0.0,3,33386.7694839773
103107,1,3,2,1.0386117136659399,1.0-1.3 (near poverty),False,0,4,4,0,0,0,0,47.5,2,0,1,3.0,5,3,1,1,1,3,-996,9.09,2.19,11.22,2.19,11.34,10.62,4.0,0.0,13.0,0.0,4,51020.172909083
103115,0,1,1,4.66422210581456,>4.0 (higher),False,0,3,3,0,0,2,1,27.5,1,1,5,3.0,1,4,0,0,1,3,-996,1.7,0.68,2.71,0.65,0.59,0.31,5.0,0.0,8.0,0.0,3,8576.75241963866
103118,1,3,2,0.93677391444895,<=1.0 (at/below poverty),True,1,8,4,4,1,1,1,85.0,2,0,1,1.0,5,3,0,0,1,2,-996,0.92,0.73,1.63,0.37,0.47,0.47,5.0,0.0,0.0,0.0,4,1946.20477463852
103126,0,1,1,0.832971800433839,<=1.0 (at/below poverty),True,0,4,2,2,0,1,1,27.5,2,0,1,5.0,5,1,0,0,1,1,-996,0.45,0.11,1.84,0.11,0.2,0.2,4.0,0.0,13.0,0.0,4,3740.73864748621
103128,1,4,1,0.0,<=1.0 (at/below poverty),True,0,2,2,0,0,0,0,27.5,1,0,2,4.0,3,3,0,0,1,1,-996,0.43,0.89,1.17,0.43,0.36,0.32,5.0,0.0,4.0,0.0,4,16612.9422415809
103134,0,2,2,1.17532734904747,1.0-1.3 (near poverty),False,0,6,4,2,0,2,1,47.5,2,0,1,2.0,1,3,0,0,1,1,-996,1.01,0.29,0.38,0.29,0.32,0.34,1.0,0.0,15.0,0.0,4,1051.71816567087
103140,1,4,3,0.858348759718622,<=1.0 (at/below poverty),True,0,5,2,3,0,1,1,27.5,2,1,1,1.0,5,3,0,0,1,3,-996,1.76,0.44,3.61,0.44,1.17,0.11,6.0,0.0,16.0,0.0,4,2596.62253215167
103143,0,2,2,4.90840429470566,>4.0 (higher),False,0,5,4,1,0,3,1,47.5,1,0,1,3.0,1,1,0,0,1,4,-996,1.1,0.78,18.08,0.78,1.1,0.89,3.0,0.0,7.0,0.0,4,1862.59712995746
103147,1,3,2,2.25943600867679,2.0-4.0 (moderate),True,0,4,2,2,0,2,1,27.5,2,0,2,2.0,1,3,0,0,1,1,-996,0.53,0.68,2.11,0.38,0.39,0.32,3.0,0.0,8.0,1.0,3,13275.0318166521
103149,1,3,2,0.9131602506714419,<=1.0 (at/below poverty),False,1,1,1,0,0,0,0,47.5,2,0,1,3.0,5,4,0,0,0,-996,0,0.85,0.05,4.77,0.01,0.08,0.05,1.0,0.0,6.0,0.0,1,11554.4163070665
103152,1,4,2,1.51937875185508,1.3-2.0 (low income),False,0,6,3,3,0,3,1,47.5,2,0,1,5.0,1,2,1,1,1,4,-996,30.03,11.87,16.54,11.69,11.59,6.43,4.0,0.0,34.0,0.0,2,14103.4845444859
103153,1,3,1,1.08816920026438,1.0-1.3 (near poverty),False,0,2,2,0,2,0,0,68.0,1,1,1,3.0,5,1,0,0,0,-996,0,0.25,0.06,9.51,0.03,0.35,0.16,5.0,0.0,0.0,0.0,4,3865.39962950796
103154,1,3,2,1.23601312320936,1.0-1.3 (near poverty),True,0,7,2,5,0,1,1,27.5,2,0,1,5.0,5,3,1,0,1,2,-996,5.31,0.35,3.9,0.35,3.24,0.41,5.0,0.0,5.0,0.0,2,11139.8676766233
103156,0,2,2,0.793912264995523,<=1.0 (at/below poverty),False,0,1,1,0,0,0,0,62.5,2,1,1,3.0,5,1,0,0,1,1,-996,0.79,0.05,3.81,0.05,0.36,0.08,3.0,0.0,1.0,0.0,4,3942.24999712757
103157,0,2,1,1.2690019828155998,1.0-1.3 (near poverty),False,0,2,2,0,0,0,0,27.5,2,0,5,4.0,3,4,0,0,0,-996,1,1.06,0.21,2.39,0.14,0.39,0.07,1.0,0.0,0.0,0.0,4,4048.25012168351
103158,1,4,3,1.9352280237937898,1.3-2.0 (low income),False,0,2,2,0,0,2,1,27.5,2,0,6,4.0,1,2,0,0,1,2,-996,0.75,0.22,5.14,0.17,0.73,0.21,1.0,0.0,22.0,0.0,3,2783.69312834102
103160,0,2,2,2.27401301518438,2.0-4.0 (moderate),True,0,4,2,2,0,1,1,27.5,2,0,1,5.0,3,1,0,0,1,1,-996,2.61,0.48,3.11,0.48,0.32,0.24,2.0,0.0,12.0,0.0,3,34730.1704078517
103164,0,1,2,1.2395930059609699,1.0-1.3 (near poverty),False,0,3,3,0,0,1,1,27.5,2,0,1,1.0,3,3,1,1,0,-996,-996,1.3,0.23,1.05,0.23,0.85,0.25,1.0,0.0,7.0,0.0,4,1701.51384350434
103165,0,1,2,2.9797848156182196,2.0-4.0 (moderate),False,0,4,2,2,0,2,1,27.5,2,1,1,4.0,1,3,0,0,1,2,-996,0.28,0.28,0.5,0.27,0.27,0.28,3.0,0.0,11.0,1.0,3,35449.5235303322
103168,1,3,2,3.1035029742234004,2.0-4.0 (moderate),False,0,2,2,0,0,2,1,47.5,1,0,1,1.0,1,2,1,0,1,1,-996,1.89,1.12,2.09,1.12,1.44,1.9,3.0,0.0,26.0,0.0,3,17522.6041931814
103173,1,3,2,5.28460013218771,>4.0 (higher),True,0,2,2,0,1,1,1,68.0,2,0,1,3.0,5,1,0,0,1,1,-996,1.56,0.86,0.37,0.37,0.34,0.43,4.0,0.0,8.0,0.0,3,13490.6099275199
103186,0,1,1,1.61213484035526,1.3-2.0 (low income),False,0,2,2,0,2,0,0,85.0,2,0,1,5.0,5,3,1,0,1,2,-996,2.43,2.02,5.6,2.02,3.62,2.45,1.0,0.0,3.0,0.0,2,29836.2522419564
103199,0,1,1,4.69941464367987,>4.0 (higher),True,0,2,2,0,0,1,1,47.5,2,0,1,5.0,2,3,0,0,1,2,-996,0.39,0.42,3.57,0.22,0.16,0.14,2.0,0.0,3.0,0.0,3,57648.9881409053
103200,1,3,1,1.29527762341662,1.0-1.3 (near poverty),False,0,4,2,2,0,1,1,27.5,1,0,1,4.0,5,2,1,0,1,1,-996,3.87,2.77,4.25,2.72,3.27,2.78,2.0,0.0,17.0,0.0,4,6133.05216866974
103202,1,4,4,1.24077917570499,1.0-1.3 (near poverty),True,0,4,2,2,0,1,1,27.5,2,0,1,3.0,5,2,0,0,1,2,-996,6.91,0.65,1.06,0.32,0.18,0.13,1.0,0.0,2.0,0.0,2,2583.6290136397
103203,0,1,1,2.1865509761388298,2.0-4.0 (moderate),True,0,4,2,2,0,1,1,27.5,2,0,1,4.0,5,4,0,0,1,1,-996,0.51,0.28,2.68,0.28,0.17,0.53,5.0,0.0,16.0,0.0,3,5604.48461206805
103207,0,1,2,0.97741577193632,<=1.0 (at/below poverty),True,0,5,2,3,0,0,0,27.5,2,0,1,5.0,5,3,1,0,1,1,-996,1.81,1.62,4.06,0.39,0.49,0.39,0.0,0.0,2.0,0.0,4,1902.22413673359
103211,0,1,1,3.00805729632945,2.0-4.0 (moderate),False,0,1,1,0,1,0,0,85.0,1,0,1,4.0,5,4,0,0,1,2,-996,0.84,0.14,1.02,0.14,0.61,0.19,2.0,0.0,2.0,0.0,3,23261.3005788828
103216,0,1,2,1.58407543216344,1.3-2.0 (low income),False,0,3,2,1,0,2,1,47.5,2,0,1,3.0,1,3,1,0,1,2,-996,9.65,2.0,12.77,1.01,12.48,1.98,2.0,0.0,14.0,0.0,2,8664.77030514354
103217,1,3,4,1.3410845986984798,1.3-2.0 (low income),True,0,4,3,1,0,2,1,19.0,2,0,1,4.0,5,2,0,0,1,2,-996,0.5,0.46,2.46,0.09,0.57,0.36,11.0,0.0,32.0,0.0,2,6020.30525863053
103218,0,1,2,2.30006609385327,2.0-4.0 (moderate),False,0,2,2,0,0,1,1,27.5,1,0,1,5.0,1,4,0,0,1,2,-996,1.08,0.42,1.13,0.28,0.22,0.27,1.0,0.0,3.0,0.0,3,9866.44613698768
103220,0,1,1,2.10971579643093,2.0-4.0 (moderate),True,0,2,2,0,0,1,1,27.5,2,0,1,3.0,5,4,1,1,1,3,-996,11.8,7.69,42.29,0.16,11.7,0.16,6.0,0.0,7.0,0.0,3,15208.3843546081
103221,1,3,2,0.932987782302851,<=1.0 (at/below poverty),True,0,6,3,3,0,1,1,19.0,2,0,2,2.0,5,3,1,1,1,1,-996,0.91,0.35,2.08,0.23,0.79,0.19,3.0,0.0,3.0,0.0,4,6946.28947883427
103234,0,1,1,3.64425162689805,2.0-4.0 (moderate),False,0,4,3,1,0,1,1,47.5,2,0,1,3.0,5,1,1,0,1,3,-996,4.39,8.26,6.94,4.11,9.05,1.02,4.0,0.0,20.0,0.0,3,56361.274869478
103236,1,3,1,1.31658955717118,1.3-2.0 (low income),True,0,2,1,1,0,0,0,47.5,2,0,2,4.0,3,3,0,0,1,1,-996,1.72,0.08,3.13,0.08,1.71,0.01,3.0,0.0,0.0,0.0,2,19465.7770007382
103243,0,1,1,2.18264247165938,2.0-4.0 (moderate),False,0,5,2,3,0,2,1,27.5,2,1,1,1.0,1,4,0,0,1,1,-996,0.49,0.08,1.1,0.08,0.16,0.19,4.0,0.0,2.0,0.0,3,10953.3711387032
103244,0,2,2,3.84704033525406,2.0-4.0 (moderate),False,0,3,3,0,0,1,1,47.5,2,0,2,4.0,5,2,0,0,1,2,-996,1.27,0.31,1.67,0.31,0.79,0.36,4.0,0.0,3.0,0.0,4,42882.1942811104
103245,0,2,2,2.28937875751503,2.0-4.0 (moderate),False,0,7,2,5,0,2,1,47.5,1,0,1,4.0,1,4,1,0,1,2,-996,2.48,1.71,2.6,1.58,1.64,1.66,2.0,0.0,16.0,0.0,3,74081.2412317714
103253,0,1,1,3.2229185317815596,2.0-4.0 (moderate),False,0,1,1,0,0,1,1,47.5,1,0,1,6.0,1,3,0,0,1,1,-996,1.54,1.63,2.81,1.07,0.29,0.43,2.0,0.0,1.0,0.0,3,43401.0877927734
103254,0,1,1,0.707735462655933,<=1.0 (at/below poverty),False,0,3,2,1,0,1,1,18.0,2,0,2,3.0,1,3,0,0,1,2,-996,1.67,0.66,2.01,0.66,0.73,0.15,3.0,0.0,4.0,0.0,1,4609.32745712661
103263,1,3,1,0.8905998209489709,<=1.0 (at/below poverty),False,0,1,1,0,1,0,0,85.0,2,0,2,3.0,5,4,0,0,0,-996,1,0.17,0.05,0.3,0.05,0.21,0.12,0.0,0.0,1.0,0.0,1,57016.3158223237
103268,0,1,1,3.2229185317815596,2.0-4.0 (moderate),True,0,1,1,0,1,0,0,85.0,1,0,1,4.0,5,3,1,1,1,1,-996,9.99,4.09,11.16,4.09,11.23,9.39,2.0,0.0,1.0,0.0,3,171068.63900724
103273,0,1,1,0.9017801195961469,<=1.0 (at/below poverty),True,0,6,3,3,0,1,1,47.5,2,0,1,4.0,5,2,0,0,1,3,-996,1.51,0.24,4.37,0.24,0.2,0.2,1.0,0.0,0.0,0.0,1,35349.8078838915
103274,0,1,1,1.73709084598699,1.3-2.0 (low income),True,0,4,2,2,0,1,1,47.5,2,0,1,2.0,5,1,0,0,1,2,-996,6.78,1.64,0.93,0.47,1.02,0.06,1.0,0.0,3.0,0.0,4,2763.1298177105
103278,0,1,2,1.23205866946045,1.0-1.3 (near poverty),False,0,3,3,0,0,2,1,27.5,1,0,1,4.0,3,2,0,0,1,2,0,0.18,0.21,1.51,0.03,0.03,0.01,4.0,0.0,8.0,0.0,2,14725.5831335319
103287,0,1,1,2.50760868452209,2.0-4.0 (moderate),True,0,2,2,0,0,2,1,27.5,2,0,1,4.0,1,2,0,0,0,-996,0,6.51,0.41,1.84,0.23,0.27,0.22,1.0,0.0,5.0,0.0,3,13733.4663059681
103290,0,1,1,3.01387970918704,2.0-4.0 (moderate),False,0,3,3,0,0,1,1,62.5,2,0,1,1.0,5,3,1,0,1,2,-996,2.95,1.86,2.72,1.28,2.72,1.36,4.0,0.0,1.0,0.0,3,36120.296756659
103291,0,1,1,4.44150693985459,>4.0 (higher),False,0,2,2,0,2,0,0,68.0,2,1,5,4.0,5,4,0,0,1,2,-996,0.55,0.74,3.93,0.55,0.21,0.21,5.0,0.0,10.0,0.0,3,52356.5700728799
103295,0,2,1,1.23974932855864,1.0-1.3 (near poverty),False,0,1,1,0,0,0,0,62.5,2,0,1,3.0,5,3,1,1,1,1,-996,1.3,0.23,1.05,0.23,0.85,0.25,2.0,0.0,4.0,0.0,2,3868.32234688541
103300,0,1,1,4.7840790941149205,>4.0 (higher),False,0,3,2,1,0,0,0,27.5,1,0,1,5.0,2,2,0,0,1,2,-996,0.23,0.12,4.17,0.12,0.13,0.04,5.0,0.0,7.0,0.0,3,55993.0430951891
103303,0,1,2,2.7283542630535402,2.0-4.0 (moderate),True,0,2,2,0,0,2,1,27.5,1,0,1,3.0,1,2,0,0,1,2,-996,1.4,0.83,1.67,0.29,0.93,0.28,3.0,0.0,6.0,0.0,3,6345.13622840979
103312,0,1,2,1.63210412147505,1.3-2.0 (low income),True,0,4,3,1,0,2,1,47.5,2,0,1,1.0,1,3,1,0,1,2,-996,5.26,3.07,5.86,1.7,1.72,1.64,6.0,0.0,12.0,0.0,4,6673.12240661652
103313,0,1,1,10.0,>4.0 (higher),False,0,1,1,0,0,0,0,62.5,1,0,1,4.0,2,4,0,0,1,4,-996,0.35,0.48,1.59,0.25,0.35,0.24,0.0,0.0,3.0,0.0,3,111694.95623441
103314,0,2,2,0.999339061467284,<=1.0 (at/below poverty),False,0,2,1,1,0,1,1,47.5,2,0,2,4.0,1,3,0,0,1,1,-996,0.9,0.84,1.37,0.51,0.9,0.98,4.0,0.0,5.0,0.0,4,21562.5489158498
103317,1,4,1,1.5147717099373301,1.3-2.0 (low income),False,0,1,1,0,1,0,0,85.0,2,0,1,4.0,5,2,0,0,1,1,-996,1.99,2.03,4.59,1.28,1.28,1.29,4.0,0.0,11.0,0.0,2,96387.1885312275
103318,0,2,2,3.45009914077991,2.0-4.0 (moderate),False,0,2,1,1,0,1,1,47.5,2,0,1,3.0,1,4,0,0,1,2,-996,1.26,0.3,1.11,0.29,0.17,0.15,5.0,0.0,14.0,0.0,3,7047.24065237882
103322,1,3,2,0.912095175148712,<=1.0 (at/below poverty),False,0,2,1,1,0,0,0,62.5,1,0,1,3.0,5,3,0,0,1,1,-996,0.81,0.44,0.39,0.29,0.28,0.13,4.0,0.0,8.0,0.0,4,2235.48917828359
103331,0,1,2,0.713813615333774,<=1.0 (at/below poverty),False,0,2,2,0,0,1,1,47.5,2,0,1,1.0,5,2,1,1,1,4,-996,24.41,5.82,5.78,5.78,5.75,0.63,1.0,0.0,1.0,0.0,1,21524.3354612079
103333,0,1,1,0.965948446794448,<=1.0 (at/below poverty),False,0,2,2,0,1,0,0,85.0,2,0,1,3.0,5,2,0,0,1,1,-996,0.83,0.09,4.12,0.09,0.26,0.1,1.0,0.0,0.0,0.0,4,25051.1976207718
103334,1,4,2,2.05419695968275,2.0-4.0 (moderate),False,0,2,1,1,0,1,1,47.5,1,0,1,3.0,1,2,0,0,1,2,-996,0.82,1.02,0.67,0.54,0.62,0.46,2.0,0.0,18.0,0.0,3,7365.20387353138
103335,0,1,1,4.048608905185961,>4.0 (higher),False,0,3,2,1,0,2,1,62.5,1,1,2,3.0,1,1,0,0,1,2,-996,0.14,0.46,4.53,0.01,0.04,0.05,0.0,0.0,16.0,0.0,3,11610.348217692
103338,0,2,2,0.739783080260304,<=1.0 (at/below poverty),True,0,4,1,3,1,0,0,85.0,2,0,1,1.0,5,3,0,0,1,1,-996,2.99,1.93,6.27,1.93,1.93,1.98,3.0,0.0,17.0,0.0,4,5439.04844955771
103341,0,1,1,5.72027239392352,>4.0 (higher),False,0,3,2,1,0,2,1,47.5,2,0,1,5.0,1,2,1,0,1,3,-996,5.37,2.03,5.7,2.03,4.83,2.0,3.0,0.0,18.0,0.0,3,73674.2965563914
103345,1,3,2,0.592687478098047,<=1.0 (at/below poverty),True,0,6,4,2,2,1,1,47.5,2,0,4,4.0,5,4,0,0,0,-996,1,0.72,0.06,2.52,0.06,0.23,0.72,12.0,0.0,2.0,0.0,1,3328.79569583646
103347,1,3,1,0.575005340739158,<=1.0 (at/below poverty),False,0,10,4,6,1,0,0,47.5,1,0,2,2.0,3,3,1,1,0,-996,-996,2.04,0.82,8.81,0.66,8.78,1.07,3.0,0.0,0.0,0.0,4,5577.62762305486
103362,0,1,1,4.20733746060566,>4.0 (higher),False,0,2,2,0,0,1,1,47.5,1,0,1,3.0,1,3,1,0,1,2,-996,3.37,2.18,4.6,2.18,3.71,3.06,5.0,0.0,1.0,0.0,3,10932.2815732164
103369,0,1,1,2.6857654431512996,2.0-4.0 (moderate),False,0,1,1,0,0,0,0,62.5,1,1,5,3.0,5,4,0,0,1,2,-996,0.74,0.35,1.72,0.35,0.33,0.11,0.0,0.0,7.0,0.0,3,49153.5368729219
103382,0,1,2,0.7600867678958789,<=1.0 (at/below poverty),True,0,4,1,3,0,0,0,27.5,2,0,1,3.0,5,1,0,0,0,-996,-996,2.6,0.48,3.1,0.48,0.31,0.24,1.0,0.0,6.0,0.0,4,3027.30940693997
103392,1,4,3,0.662274713069234,<=1.0 (at/below poverty),False,0,5,4,1,0,0,0,47.5,2,0,2,1.0,5,2,0,0,0,-996,0,0.18,0.18,4.23,0.18,0.06,0.08,2.0,0.0,5.0,0.0,4,23071.3493965525
103395,0,2,2,0.512254720473899,<=1.0 (at/below poverty),False,0,5,4,1,0,0,0,47.5,2,0,1,3.0,5,2,1,0,0,-996,-996,0.48,0.47,0.77,0.47,0.48,0.51,7.0,0.0,11.0,0.0,4,16260.4663912472
103401,0,1,1,7.16605552645364,>4.0 (higher),True,0,3,2,1,0,1,1,47.5,2,0,2,5.0,5,1,1,0,1,3,-996,3.72,1.09,7.9,1.09,2.93,0.71,4.0,0.0,7.0,0.0,3,50689.423121524
103409,0,1,1,1.9035029742234,1.3-2.0 (low income),False,0,2,2,0,2,0,0,85.0,2,0,1,3.0,5,1,0,0,0,-996,-996,2.18,0.95,1.04,0.8,0.58,0.24,5.0,0.0,7.0,0.0,3,13902.9368151612
103410,0,1,1,3.69997089641395,2.0-4.0 (moderate),True,0,4,2,2,0,2,1,47.5,1,0,1,4.0,1,3,0,0,1,2,-996,1.04,0.78,2.34,0.46,0.33,0.32,2.0,0.0,14.0,0.0,3,36344.72254118
103412,0,2,1,0.0,<=1.0 (at/below poverty),True,0,3,3,0,0,1,1,47.5,2,1,1,4.0,5,3,0,0,1,1,-996,1.5,0.55,0.97,0.13,0.21,0.14,2.0,0.0,3.0,0.0,1,24727.5629953122
103413,0,2,2,1.24398370973713,1.0-1.3 (near poverty),False,0,5,1,4,0,0,0,62.5,2,0,2,1.0,5,4,0,0,1,1,-996,1.5,0.55,2.58,0.55,0.7,0.39,2.0,0.0,11.0,0.0,2,12849.6453822933
103421,0,1,2,2.1642329676814698,2.0-4.0 (moderate),True,0,3,3,0,1,2,1,47.5,1,0,1,5.0,4,4,0,0,1,2,-996,0.98,0.19,1.12,0.19,0.12,0.1,3.0,0.0,2.0,0.0,4,24467.8060757039
103425,1,3,2,3.5802389409105597,2.0-4.0 (moderate),True,0,6,3,3,0,2,1,47.5,2,1,1,4.0,1,4,0,0,1,3,-996,0.55,0.21,2.61,0.21,0.12,0.56,2.0,0.0,10.0,0.0,3,25627.0048054194
103439,0,1,1,2.16919913232104,2.0-4.0 (moderate),False,0,4,2,2,0,2,1,47.5,2,0,1,5.0,1,3,0,0,1,4,-996,1.47,0.06,2.58,0.06,0.53,0.11,2.0,0.0,12.0,0.0,3,40873.5238142932
103440,0,1,2,1.18175809649703,1.0-1.3 (near poverty),False,0,2,2,0,0,0,0,47.5,2,0,1,3.0,3,4,0,0,1,2,-996,1.34,0.26,4.51,0.25,0.31,0.22,4.0,0.0,8.0,0.0,4,4746.44692568985
103442,0,1,2,2.26296490309062,2.0-4.0 (moderate),True,0,3,2,1,0,2,1,27.5,2,0,1,4.0,1,2,1,1,1,2,-996,18.28,14.26,16.68,5.64,17.57,2.78,3.0,0.0,14.0,0.0,3,23722.0059875117
103447,1,3,2,1.31495076096688,1.3-2.0 (low income),True,1,1,1,0,1,0,0,68.0,2,0,1,1.0,5,2,1,0,1,1,-996,1.01,0.97,1.19,0.97,0.84,1.03,4.0,0.0,3.0,0.0,4,13963.0999422632
103455,0,2,2,3.3465301260598697,2.0-4.0 (moderate),False,0,4,2,2,0,2,1,47.5,2,1,1,1.0,1,4,0,0,1,1,-996,1.13,0.04,3.32,0.04,1.32,0.04,1.0,0.0,3.0,0.0,3,12304.3638130926
103458,0,2,1,1.44481619115277,1.3-2.0 (low income),False,0,2,2,0,0,0,0,62.5,1,1,5,5.0,5,1,0,0,1,1,-996,0.21,0.15,7.03,0.14,0.16,0.1,3.0,0.0,0.0,0.0,4,4441.12959665063
103464,0,1,1,1.64970892267019,1.3-2.0 (low income),False,0,2,2,0,0,2,1,27.5,1,0,1,4.0,1,2,0,0,1,2,-996,31.53,0.88,0.8,0.35,0.25,0.14,1.0,0.0,7.0,0.0,2,14794.0169591266
103466,0,1,1,10.0,>4.0 (higher),False,0,3,2,1,0,2,1,47.5,2,0,2,3.0,1,1,0,0,1,2,-996,0.53,0.74,2.26,0.53,0.65,0.53,1.0,0.0,4.0,0.0,3,39347.9982885123
103469,1,3,2,0.687088462639565,<=1.0 (at/below poverty),False,0,7,5,2,0,2,1,47.5,2,1,1,1.0,5,4,0,0,1,1,-996,0.24,0.29,1.83,0.12,0.16,0.12,8.0,0.0,1.0,0.0,4,1751.82663315653
103472,1,3,3,1.6076987782302898,1.3-2.0 (low income),False,0,5,3,2,0,2,1,47.5,2,1,5,1.0,5,3,0,0,1,2,-996,1.49,0.45,1.34,0.28,0.19,0.54,1.0,0.0,0.0,0.0,4,2575.92909261538
103474,0,1,1,2.7696312364425197,2.0-4.0 (moderate),False,0,4,2,2,0,2,1,47.5,2,0,1,5.0,1,1,0,0,1,1,-996,1.24,0.34,2.12,0.34,0.63,0.65,6.0,0.0,32.0,0.0,3,12445.9741508529
103478,0,2,2,1.58852179528576,1.3-2.0 (low income),True,0,6,2,4,0,1,1,47.5,2,0,1,4.0,1,2,1,0,1,2,-996,5.42,1.4,6.49,0.93,1.35,0.52,10.0,0.0,45.0,0.0,2,7016.10215327503
103488,0,2,1,4.48415398388541,>4.0 (higher),True,0,1,1,0,1,0,0,85.0,1,0,1,1.0,5,3,0,0,1,1,-996,0.29,0.45,3.49,0.17,0.06,0.05,5.0,0.0,3.0,0.0,3,135401.615628121
103494,0,2,2,7.21908546637744,>4.0 (higher),False,0,4,2,2,0,2,1,47.5,2,0,1,3.0,1,3,1,0,1,2,-996,2.4,10.91,4.28,2.28,2.7,0.65,1.0,0.0,3.0,0.0,3,68111.6867034638
103498,1,3,1,0.6767895878524951,<=1.0 (at/below poverty),False,0,4,2,2,0,2,1,27.5,2,1,5,1.0,1,1,0,0,0,-996,-996,1.09,0.21,3.34,0.07,0.21,0.07,3.0,0.0,2.0,0.0,4,21027.5963900028
103499,0,1,1,1.18968935888962,1.0-1.3 (near poverty),False,0,2,1,1,1,0,0,85.0,2,0,2,1.0,5,2,0,0,1,1,-996,1.3,0.19,1.81,0.19,0.75,0.28,3.0,0.0,5.0,0.0,2,10391.1364283006
103508,0,1,1,1.07430617726052,1.0-1.3 (near poverty),False,0,1,1,0,0,1,1,47.5,2,0,1,4.0,1,4,0,0,1,1,-996,0.73,0.28,4.5,0.28,0.13,0.13,6.0,0.0,0.0,0.0,2,16255.468796689
